ID,cell_name,drug_name,IC50
5166,AsPC-1,5-Fluorouracil,-2.12
5167,AsPC-1,Thapsigargin,0.41
5168,AsPC-1,Obatoclax Mesylate,-0.93
5169,AsPC-1,BMS-754807,-0.7
5170,AsPC-1,OSI-906,-1.62
5171,AsPC-1,Bexarotene,-2.64
5172,AsPC-1,Bleomycin,-1.92
5173,AsPC-1,LFM-A13,-2.62
5174,AsPC-1,GW-2580,-2.95
5175,AsPC-1,Phenformin,-4.28
5176,AsPC-1,Bryostatin 1,1.12
5177,AsPC-1,Pazopanib,-1.86
5178,AsPC-1,LAQ824,1.15
5179,AsPC-1,Epothilone B,1.03
5180,AsPC-1,GSK-1904529A,-1.47
5181,AsPC-1,BMS-345541,-2.02
5182,AsPC-1,Tipifarnib,-1.9
5183,AsPC-1,Ruxolitinib,-2.11
5184,AsPC-1,SB-715992,-0.16
5185,AsPC-1,AT-7519,-1.96
5186,AsPC-1,TAK-715,-2.53
5187,AsPC-1,BX-912,-2.59
5188,AsPC-1,ZSTK474,-0.72
5189,AsPC-1,AS605240,-1.29
5190,AsPC-1,GSK1070916,-1.28
5191,AsPC-1,LY317615,-1.11
5192,AsPC-1,GSK429286A,-2.84
5193,AsPC-1,FMK,-1.76
5194,AsPC-1,CAL-101,-2.11
5195,AsPC-1,XL-184,-1.66
5196,AsPC-1,AC220,-1.3
5197,AsPC-1,CP724714,-2.59
5198,AsPC-1,STF-62247,-2.53
5199,AsPC-1,NG-25,-1.65
5200,AsPC-1,VX-11e,-0.63
5201,AsPC-1,FR-180204,-2.17
5202,AsPC-1,Tubastatin A,-2.28
5203,AsPC-1,YM155,1.36
5204,AsPC-1,NSC-207895,-2.96
5205,AsPC-1,AR-42,-0.07
5206,AsPC-1,CUDC-101,-0.29
5207,AsPC-1,I-BET 151,-1.74
5208,AsPC-1,CAY10603,-0.72
5209,AsPC-1,ABT-869,-1.61
5210,AsPC-1,BIX02189,-1.58
5211,AsPC-1,CH5424802,-1.92
5212,AsPC-1,EKB-569,-1.29
5213,AsPC-1,GSK2126458,1.02
5214,AsPC-1,Masitinib,-3.01
5215,AsPC-1,MP470,-3
5216,AsPC-1,NVP-BHG712,-0.97
5217,AsPC-1,OSI-930,-2.75
5218,AsPC-1,OSI-027,-1.46
5219,AsPC-1,CX-5461,-2.25
5220,AsPC-1,PHA-793887,-1.84
5221,AsPC-1,PI-103,-2.18
5222,AsPC-1,PIK-93,-1.49
5223,AsPC-1,TPCA-1,-1.63
5224,AsPC-1,TG101348,-1.62
5225,AsPC-1,XL-880,-0.4
5226,AsPC-1,Y-39983,-2.78
5227,AsPC-1,YM201636,-1.04
5228,AsPC-1,AV-951,-0.34
5229,AsPC-1,GSK690693,-2.17
5230,AsPC-1,SNX-2112,0.05
5231,AsPC-1,QL-X-138,-1.41
5232,AsPC-1,T0901317,-2.47
5233,AsPC-1,EX-527,-3
5234,AsPC-1,AICAR,-3.27
5235,AsPC-1,Camptothecin,1.04
5236,AsPC-1,Vinblastine,1.8
5237,AsPC-1,Cisplatin,-1.63
5238,AsPC-1,Cytarabine,-0.2
5239,AsPC-1,Docetaxel,1.82
5240,AsPC-1,Methotrexate,0.45
5241,AsPC-1,ATRA,-2.64
5242,AsPC-1,Gefitinib,-1.42
5243,AsPC-1,ABT-263,-0.99
5244,AsPC-1,Vorinostat,-0.44
5245,AsPC-1,Nilotinib,-1.77
5246,AsPC-1,RDEA119,-0.02
5247,AsPC-1,CI-1040,-0.73
5248,AsPC-1,Temsirolimus,0.28
5249,AsPC-1,Olaparib,-1.99
5250,AsPC-1,ABT-888,-2.25
5251,AsPC-1,Bosutinib,-1.04
5252,AsPC-1,Lenalidomide,-2.35
5253,AsPC-1,Axitinib,-1.3
5254,AsPC-1,AZD7762,0.18
5255,AsPC-1,GW 441756,-1.64
5256,AsPC-1,CEP-701,-0.23
5257,AsPC-1,SB 216763,-2.44
5258,AsPC-1,17-AAG,0.66
5259,AsPC-1,VX-702,-1.45
5260,AsPC-1,AMG-706,-1.37
5261,AsPC-1,KU-55933,-2.04
5262,AsPC-1,Elesclomol,1.35
5263,AsPC-1,Afatinib,-0.55
5264,AsPC-1,Vismodegib,-1.39
5265,AsPC-1,PLX4720,-1.83
5266,AsPC-1,BX-795,-1.63
5267,AsPC-1,NU-7441,-1.28
5268,AsPC-1,SL 0101-1,-1.83
5269,AsPC-1,BIRB 0796,-2.39
5270,AsPC-1,JNK Inhibitor VIII,-2.62
5271,AsPC-1,Nutlin-3a,-1
5272,AsPC-1,PD-173074,-1.81
5273,AsPC-1,ZM-447439,-1.2
5274,AsPC-1,RO-3306,-1.24
5275,AsPC-1,MK-2206,0.79
5276,AsPC-1,PD-0332991,0.68
5277,AsPC-1,NVP-BEZ235,1.58
5278,AsPC-1,GDC0941,-0.5
5279,AsPC-1,AZD8055,0
5280,AsPC-1,PD-0325901,1.43
5281,AsPC-1,SB590885,-0.72
5282,AsPC-1,CCT007093,-1.97
5283,AsPC-1,EHT 1864,-1.8
5284,AsPC-1,PF-4708671,-2
5285,AsPC-1,JNJ-26854165,-1.68
5286,AsPC-1,TW 37,-0.03
5287,AsPC-1,ZG-10,-1.76
5288,AsPC-1,XMD8-92,-1.37
5289,AsPC-1,CCT018159,-2.09
5290,AsPC-1,AG-014699,-1.6
5291,AsPC-1,SB-505124,-1.23
5292,AsPC-1,Tamoxifen,-1.67
5293,AsPC-1,PFI-1,-1.43
5294,AsPC-1,IOX2,-0.62
5295,AsPC-1,YK 4-279,-1.11
5296,AsPC-1,(5Z)-7-Oxozeaenol,-0.18
5297,AsPC-1,piperlongumine,-0.88
5298,AsPC-1,FK866,0.89
5299,AsPC-1,BMN-673,-1.64
5300,AsPC-1,UNC1215,-1.56
5301,AsPC-1,SGC0946,-1.32
5302,AsPC-1,XAV 939,-1.13
5303,AsPC-1,Trametinib,1.88
5304,AsPC-1,Dabrafenib,-0.62
5305,AsPC-1,Temozolomide,-2.57
5306,AsPC-1,SN-38,0.59
5307,AsPC-1,MLN4924,-1.06
5308,NCI-H2122,Doxorubicin,1.52
5309,NCI-H2122,Etoposide,-0.6
5310,NCI-H2122,Gemcitabine,2.63
5311,NCI-H2122,Mitomycin C,1.48
5312,NCI-H2122,Vinorelbine,2.56
5313,NCI-H2122,NSC-87877,-2.24
5314,NCI-H2122,QS11,-0.38
5315,NCI-H2122,CP466722,-1.32
5316,NCI-H2122,Midostaurin,0.44
5317,NCI-H2122,AP-24534,-0.58
5318,NCI-H2122,JNK-9L,0.54
5319,NCI-H2122,PF-562271,-0.35
5320,NCI-H2122,HG-6-64-1,-0.81
5321,NCI-H2122,DMOG,-1.8
5322,NCI-H2122,FTI-277,-0.34
5323,NCI-H2122,OSU-03012,-0.57
5324,NCI-H2122,Shikonin,-0.71
5325,NCI-H2122,AKT inhibitor VIII,-0.75
5326,NCI-H2122,Embelin,-0.58
5327,NCI-H2122,FH535,-0.09
5328,NCI-H2122,PAC-1,-0.55
5329,NCI-H2122,IPA-3,-1.22
5330,NCI-H2122,GSK-650394,-0.42
5331,NCI-H2122,BAY 61-3606,-0.15
5332,NCI-H2122,5-Fluorouracil,-1.84
5333,NCI-H2122,Thapsigargin,2.35
5334,NCI-H2122,Obatoclax Mesylate,0.69
5335,NCI-H2122,BMS-754807,1.74
5336,NCI-H2122,OSI-906,0.67
5337,NCI-H2122,Bexarotene,-0.48
5338,NCI-H2122,Bleomycin,0.13
5339,NCI-H2122,LFM-A13,-1.78
5340,NCI-H2122,GW-2580,-2.34
5341,NCI-H2122,Phenformin,-3.52
5342,NCI-H2122,Bryostatin 1,2.03
5343,NCI-H2122,Pazopanib,-1.03
5344,NCI-H2122,LAQ824,1.85
5345,NCI-H2122,Epothilone B,3.37
5346,NCI-H2122,GSK-1904529A,-0.96
5347,NCI-H2122,BMS-345541,-1.64
5348,NCI-H2122,Tipifarnib,0.63
5349,NCI-H2122,Ruxolitinib,-1.75
5350,NCI-H2122,AS601245,0.19
5351,NCI-H2122,SB-715992,0.51
5352,NCI-H2122,AT-7519,-1.19
5353,NCI-H2122,TAK-715,-2.17
5354,NCI-H2122,BX-912,-1.92
5355,NCI-H2122,ZSTK474,-0.9
5356,NCI-H2122,AS605240,-1.96
5357,NCI-H2122,GSK1070916,-1.15
5358,NCI-H2122,LY317615,-1.33
5359,NCI-H2122,GSK429286A,-2.12
5360,NCI-H2122,FMK,-2.12
5361,NCI-H2122,CAL-101,-2.29
5362,NCI-H2122,XL-184,-1.7
5363,NCI-H2122,AC220,-1
5364,NCI-H2122,CP724714,-2.03
5365,NCI-H2122,STF-62247,-2.04
5366,NCI-H2122,NG-25,-2.02
5367,NCI-H2122,VX-11e,-1.3
5368,NCI-H2122,FR-180204,-2.32
5369,NCI-H2122,Tubastatin A,-2.24
5370,NCI-H2122,YM155,0.66
5371,NCI-H2122,NSC-207895,-2.25
5372,NCI-H2122,AR-42,-0.47
5373,NCI-H2122,CUDC-101,-0.42
5374,NCI-H2122,I-BET 151,-2.28
5375,NCI-H2122,CAY10603,-1.13
5376,NCI-H2122,ABT-869,-1.03
5377,NCI-H2122,BIX02189,-2.19
5378,NCI-H2122,CH5424802,-1.73
5379,NCI-H2122,EKB-569,-1.31
5380,NCI-H2122,GSK2126458,0.39
5381,NCI-H2122,Masitinib,-1.54
5382,NCI-H2122,MP470,-2.24
5383,NCI-H2122,NVP-BHG712,-1.66
5384,NCI-H2122,OSI-930,-1.87
5385,NCI-H2122,OSI-027,-1.71
5386,NCI-H2122,CX-5461,-2.05
5387,NCI-H2122,PHA-793887,-1.27
5388,NCI-H2122,PI-103,-0.71
5389,NCI-H2122,PIK-93,-1.66
5390,NCI-H2122,TPCA-1,-1.72
5391,NCI-H2122,TG101348,-1.12
5392,NCI-H2122,XL-880,-0.73
5393,NCI-H2122,Y-39983,-2.08
5394,NCI-H2122,YM201636,-1.06
5395,NCI-H2122,AV-951,-0.13
5396,NCI-H2122,GSK690693,-1.87
5397,NCI-H2122,SNX-2112,-0.12
5398,NCI-H2122,QL-X-138,-1.52
5399,NCI-H2122,T0901317,-1.93
5400,NCI-H2122,EX-527,-2.01
5401,NCI-H2122,AICAR,-2.73
5402,NCI-H2122,Camptothecin,1.92
5403,NCI-H2122,Vinblastine,2.39
5404,NCI-H2122,Cisplatin,-1.05
5405,NCI-H2122,Cytarabine,0.42
5406,NCI-H2122,Docetaxel,2.58
5407,NCI-H2122,Methotrexate,0.92
5408,NCI-H2122,ATRA,-1.83
5409,NCI-H2122,Gefitinib,-0.73
5410,NCI-H2122,Vorinostat,-0.54
5411,NCI-H2122,Nilotinib,-1.22
5412,NCI-H2122,CI-1040,-0.75
5413,NCI-H2122,Temsirolimus,0.04
5414,NCI-H2122,Olaparib,-1.59
5415,NCI-H2122,ABT-888,-1.62
5416,NCI-H2122,Bosutinib,-1.34
5417,NCI-H2122,Lenalidomide,-1.45
5418,NCI-H2122,Axitinib,-0.79
5419,NCI-H2122,AZD7762,0.8
5420,NCI-H2122,GW 441756,-0.24
5421,NCI-H2122,CEP-701,-0.1
5422,NCI-H2122,SB 216763,-1.85
5423,NCI-H2122,VX-702,-1.33
5424,NCI-H2122,Elesclomol,0.87
5425,NCI-H2122,Afatinib,-0.66
5426,NCI-H2122,Vismodegib,-1.82
5427,NCI-H2122,CCT007093,-1.85
5428,NCI-H2122,EHT 1864,-1.89
5429,NCI-H2122,PF-4708671,-2.04
5430,NCI-H2122,JNJ-26854165,-1.17
5431,NCI-H2122,TW 37,0.07
5432,NCI-H2122,ZG-10,-0.59
5433,NCI-H2122,XMD8-92,-1.43
5434,NCI-H2122,CCT018159,-1.12
5435,NCI-H2122,AG-014699,-1.73
5436,NCI-H2122,SB-505124,-1.57
5437,NCI-H2122,Tamoxifen,-1.69
5438,NCI-H2122,PFI-1,-1.67
5439,NCI-H2122,IOX2,0.29
5440,NCI-H2122,(5Z)-7-Oxozeaenol,-0.94
5441,NCI-H2122,piperlongumine,-0.63
5442,NCI-H2122,FK866,0.57
5443,NCI-H2122,BMN-673,-0.65
5444,NCI-H2122,UNC1215,-1
5445,NCI-H2122,SGC0946,-0.69
5446,NCI-H2122,XAV 939,-0.13
5447,NCI-H2122,Trametinib,2.17
5448,NCI-H2122,Temozolomide,-2.46
5449,NCI-H2122,SN-38,2.19
5450,CHP-212,Doxorubicin,1.36
5451,CHP-212,Etoposide,0.09
5452,CHP-212,Gemcitabine,2.22
5453,CHP-212,Mitomycin C,1.46
5454,CHP-212,Vinorelbine,1.63
5455,CHP-212,NSC-87877,-2.17
5456,CHP-212,QS11,-1.19
5457,CHP-212,CP466722,-0.46
5458,CHP-212,Midostaurin,0.88
5459,CHP-212,AP-24534,0.33
5460,CHP-212,JNK-9L,0.51
5461,CHP-212,PF-562271,-0.07
5462,CHP-212,HG-6-64-1,0.22
5463,CHP-212,DMOG,-2.31
5464,CHP-212,FTI-277,-0.79
5465,CHP-212,OSU-03012,-0.78
5466,CHP-212,Shikonin,-0.14
5467,CHP-212,AKT inhibitor VIII,-0.33
5468,CHP-212,Embelin,-0.58
5469,CHP-212,FH535,-0.19
5470,CHP-212,PAC-1,-1.35
5471,CHP-212,IPA-3,-0.95
5472,CHP-212,GSK-650394,-1.15
5473,CHP-212,BAY 61-3606,-0.82
5474,CHP-212,5-Fluorouracil,-1.02
5475,CHP-212,Thapsigargin,2.24
5476,CHP-212,Obatoclax Mesylate,0.97
5477,CHP-212,BMS-754807,0.77
5478,CHP-212,OSI-906,-0.62
5479,CHP-212,Bexarotene,-0.82
5480,CHP-212,Bleomycin,0.6
5481,CHP-212,LFM-A13,-1.97
5482,CHP-212,GW-2580,-2.23
5483,CHP-212,Phenformin,-2.71
5484,CHP-212,Bryostatin 1,1.74
5485,CHP-212,Pazopanib,-0.94
5486,CHP-212,LAQ824,2.09
5487,CHP-212,Epothilone B,2.45
5488,CHP-212,GSK-1904529A,0.04
5489,CHP-212,BMS-345541,-1.17
5490,CHP-212,Tipifarnib,-0.06
5491,CHP-212,Ruxolitinib,-0.65
5492,CHP-212,AS601245,-0.71
5493,CHP-212,SB-715992,0.69
5494,CHP-212,AT-7519,-1.06
5495,CHP-212,TAK-715,-1.49
5496,CHP-212,BX-912,-0.36
5497,CHP-212,ZSTK474,0.06
5498,CHP-212,AS605240,1.57
5499,CHP-212,GSK1070916,-0.34
5500,CHP-212,LY317615,0.21
5501,CHP-212,GSK429286A,-1.3
5502,CHP-212,FMK,-1.38
5503,CHP-212,CAL-101,-1.24
5504,CHP-212,XL-184,-1.59
5505,CHP-212,AC220,-0.89
5506,CHP-212,CP724714,-1.8
5507,CHP-212,STF-62247,-1.99
5508,CHP-212,NG-25,-1.67
5509,CHP-212,VX-11e,-1.5
5510,CHP-212,FR-180204,-2.27
5511,CHP-212,Tubastatin A,-1.33
5512,CHP-212,YM155,-0.35
5513,CHP-212,NSC-207895,-1.98
5514,CHP-212,AR-42,1.22
5515,CHP-212,CUDC-101,1
5516,CHP-212,I-BET 151,-0.24
5517,CHP-212,CAY10603,0.55
5518,CHP-212,ABT-869,-0.71
5519,CHP-212,BIX02189,-2.17
5520,CHP-212,CH5424802,-0.97
5521,CHP-212,EKB-569,-0.13
5522,CHP-212,GSK2126458,0.82
5523,CHP-212,Masitinib,-1.35
5524,CHP-212,MP470,-0.99
5525,CHP-212,NVP-BHG712,-1.98
5526,CHP-212,OSI-930,-1.63
5527,CHP-212,OSI-027,-1.2
5528,CHP-212,CX-5461,-0.92
5529,CHP-212,PHA-793887,-1.99
5530,CHP-212,PI-103,-1.28
5531,CHP-212,PIK-93,-2.15
5532,CHP-212,TPCA-1,-2.02
5533,CHP-212,TG101348,-0.68
5534,CHP-212,XL-880,-1.54
5535,CHP-212,Y-39983,-2.04
5536,CHP-212,YM201636,-1.6
5537,CHP-212,AV-951,-0.09
5538,CHP-212,GSK690693,-1.99
5539,CHP-212,SNX-2112,-1.25
5540,CHP-212,QL-X-138,-0.92
5541,CHP-212,T0901317,-1.8
5542,CHP-212,EX-527,-2.18
5543,CHP-212,AICAR,-3.64
5544,CHP-212,Camptothecin,2.67
5545,CHP-212,Vinblastine,2.42
5546,CHP-212,Cisplatin,-0.66
5547,CHP-212,Cytarabine,1.55
5548,CHP-212,Docetaxel,2.12
5549,CHP-212,Methotrexate,-0.24
5550,CHP-212,Gefitinib,-0.57
5551,CHP-212,ABT-263,0.16
5552,CHP-212,Vorinostat,0.77
5553,CHP-212,Nilotinib,-0.61
5554,CHP-212,RDEA119,1.66
5555,CHP-212,CI-1040,1.34
5556,CHP-212,Temsirolimus,1.6
5557,CHP-212,Olaparib,-0.84
5558,CHP-212,ABT-888,-1.02
5559,CHP-212,Bosutinib,-0.41
5560,CHP-212,Lenalidomide,-0.77
5561,CHP-212,Axitinib,0.16
5562,CHP-212,AZD7762,0.9
5563,CHP-212,GW 441756,-0.63
5564,CHP-212,CEP-701,0.95
5565,CHP-212,SB 216763,-1.55
5566,CHP-212,17-AAG,1.34
5567,CHP-212,VX-702,-0.51
5568,CHP-212,AMG-706,-1.13
5569,CHP-212,KU-55933,-1.08
5570,CHP-212,Elesclomol,2.21
5571,CHP-212,Afatinib,-0.32
5572,CHP-212,Vismodegib,-1.63
5573,CHP-212,PLX4720,-1.98
5574,CHP-212,BX-795,0.14
5575,CHP-212,NU-7441,-0.49
5576,CHP-212,SL 0101-1,-1.71
5577,CHP-212,BIRB 0796,-1.68
5578,CHP-212,JNK Inhibitor VIII,-1.66
5579,CHP-212,Nutlin-3a,-0.15
5580,CHP-212,PD-173074,-0.83
5581,CHP-212,ZM-447439,0.04
5582,CHP-212,RO-3306,-0.63
5583,CHP-212,MK-2206,-0.1
5584,CHP-212,PD-0332991,0.61
5585,CHP-212,NVP-BEZ235,1.38
5586,CHP-212,GDC0941,0.46
5587,CHP-212,AZD8055,0.34
5588,CHP-212,PD-0325901,2.96
5589,CHP-212,SB590885,-1.62
5590,CHP-212,CCT007093,-1.6
5591,CHP-212,EHT 1864,-1.21
5592,CHP-212,PF-4708671,-1.59
5593,CHP-212,JNJ-26854165,-0.76
5594,CHP-212,TW 37,-0.09
5595,CHP-212,ZG-10,-0.87
5596,CHP-212,XMD8-92,-0.88
5597,CHP-212,CCT018159,-1.02
5598,CHP-212,AG-014699,-0.95
5599,CHP-212,SB-505124,-1.95
5600,CHP-212,Tamoxifen,-1.62
5601,CHP-212,PFI-1,-0.5
5602,CHP-212,IOX2,0.33
5603,CHP-212,(5Z)-7-Oxozeaenol,0.96
5604,CHP-212,piperlongumine,-0.61
5605,CHP-212,FK866,2.57
5606,CHP-212,BMN-673,0.88
5607,CHP-212,UNC1215,-0.95
5608,CHP-212,SGC0946,-0.47
5609,CHP-212,XAV 939,-1.61
5610,CHP-212,Trametinib,2.7
5611,CHP-212,Dabrafenib,-1.56
5612,CHP-212,Temozolomide,-1.94
5613,AU565,Doxorubicin,0.87
5614,AU565,Etoposide,-0.46
5615,AU565,Gemcitabine,1.52
5616,AU565,Mitomycin C,0.28
5617,AU565,Vinorelbine,2.41
5618,AU565,NSC-87877,-1.53
5619,AU565,QS11,-0.92
5620,AU565,CP466722,-1.09
5621,AU565,Midostaurin,-0.34
5622,AU565,AP-24534,-0.84
5623,AU565,JNK-9L,0.31
5624,AU565,PF-562271,-1.32
5625,AU565,HG-6-64-1,-0.87
5626,AU565,FTI-277,-0.54
5627,AU565,OSU-03012,-0.82
5628,AU565,Shikonin,0.13
5629,AU565,AKT inhibitor VIII,-0.03
5630,AU565,Embelin,-1.09
5631,AU565,FH535,-0.05
5632,AU565,PAC-1,-0.38
5633,AU565,IPA-3,-1.21
5634,AU565,GSK-650394,-1.64
5635,AU565,BAY 61-3606,-0.85
5636,AU565,5-Fluorouracil,-2.04
5637,AU565,Thapsigargin,2.06
5638,AU565,Obatoclax Mesylate,0.39
5639,AU565,BMS-754807,-1.18
5640,AU565,OSI-906,-1.21
5641,AU565,Bexarotene,-1.18
5642,AU565,Bleomycin,-0.41
5643,AU565,LFM-A13,-2.37
5644,AU565,GW-2580,-2.32
5645,AU565,Phenformin,-3.33
5646,AU565,Bryostatin 1,1.17
5647,AU565,Pazopanib,-1.06
5648,AU565,LAQ824,1.71
5649,AU565,Epothilone B,2.46
5650,AU565,GSK-1904529A,-0.27
5651,AU565,BMS-345541,-1.32
5652,AU565,Tipifarnib,-0.21
5653,AU565,Ruxolitinib,-1.89
5654,AU565,AS601245,-0.34
5655,AU565,SB-715992,0.72
5656,AU565,AT-7519,0.07
5657,AU565,TAK-715,-1.95
5658,AU565,BX-912,-1.97
5659,AU565,ZSTK474,-0.42
5660,AU565,AS605240,-1.43
5661,AU565,GSK1070916,-1.48
5662,AU565,LY317615,-0.92
5663,AU565,GSK429286A,-2.29
5664,AU565,FMK,-2.36
5665,AU565,CAL-101,-2.25
5666,AU565,XL-184,-1.45
5667,AU565,AC220,-0.6
5668,AU565,CP724714,-0.6
5669,AU565,STF-62247,-2.14
5670,AU565,NG-25,-1.25
5671,AU565,VX-11e,-1.9
5672,AU565,FR-180204,-2.18
5673,AU565,Tubastatin A,-2.08
5674,AU565,YM155,2.08
5675,AU565,NSC-207895,-1.51
5676,AU565,AR-42,0.44
5677,AU565,CUDC-101,0.62
5678,AU565,I-BET 151,-1.91
5679,AU565,CAY10603,-0.24
5680,AU565,ABT-869,-1.03
5681,AU565,BIX02189,-2.52
5682,AU565,CH5424802,-1.75
5683,AU565,EKB-569,0.67
5684,AU565,GSK2126458,1.41
5685,AU565,Masitinib,-1.42
5686,AU565,MP470,-1.71
5687,AU565,NVP-BHG712,-1.76
5688,AU565,OSI-930,-1.8
5689,AU565,OSI-027,-0.87
5690,AU565,CX-5461,-2.22
5691,AU565,PHA-793887,-1.17
5692,AU565,PI-103,-1.37
5693,AU565,PIK-93,-0.87
5694,AU565,TPCA-1,-2.32
5695,AU565,TG101348,-1.97
5696,AU565,XL-880,-0.73
5697,AU565,Y-39983,-1.54
5698,AU565,YM201636,-0.5
5699,AU565,AV-951,-0.33
5700,AU565,GSK690693,-1.57
5701,AU565,SNX-2112,-0.23
5702,AU565,QL-X-138,-0.48
5703,AU565,T0901317,-1.98
5704,AU565,EX-527,-2.53
5705,AU565,AICAR,-2.49
5706,AU565,Camptothecin,2.1
5707,AU565,Vinblastine,2.54
5708,AU565,Cisplatin,-0.93
5709,AU565,Cytarabine,0.71
5710,AU565,Docetaxel,2.62
5711,AU565,Methotrexate,1.2
5712,AU565,ATRA,-1.07
5713,AU565,Gefitinib,0.14
5714,AU565,ABT-263,-0.86
5715,AU565,Vorinostat,-0.46
5716,AU565,Nilotinib,-1.39
5717,AU565,RDEA119,-1.6
5718,AU565,CI-1040,-1.29
5719,AU565,Temsirolimus,1.18
5720,AU565,Olaparib,-1.67
5721,AU565,ABT-888,-1.93
5722,AU565,Bosutinib,-1.14
5723,AU565,Lenalidomide,-1.93
5724,AU565,Axitinib,-0.9
5725,AU565,AZD7762,0.23
5726,AU565,GW 441756,0.24
5727,AU565,CEP-701,-0.1
5728,AU565,SB 216763,-1.82
5729,AU565,17-AAG,0.97
5730,AU565,VX-702,-1.48
5731,AU565,AMG-706,-0.33
5732,AU565,KU-55933,-1.46
5733,AU565,Elesclomol,1.91
5734,AU565,Afatinib,1.36
5735,AU565,Vismodegib,-2.23
5736,AU565,PLX4720,-1.95
5737,AU565,BX-795,-1.39
5738,AU565,NU-7441,-0.68
5739,AU565,SL 0101-1,-2.23
5740,AU565,BIRB 0796,-0.89
5741,AU565,JNK Inhibitor VIII,-1.48
5742,AU565,Nutlin-3a,-2.06
5743,AU565,PD-173074,-1.53
5744,AU565,ZM-447439,-1.2
5745,AU565,RO-3306,-0.35
5746,AU565,MK-2206,0.42
5747,AU565,PD-0332991,-0.98
5748,AU565,NVP-BEZ235,1.21
5749,AU565,GDC0941,0.12
5750,AU565,AZD8055,-0.12
5751,AU565,PD-0325901,0.77
5752,AU565,SB590885,-1.53
5753,AU565,CCT007093,-0.41
5754,AU565,EHT 1864,-1.5
5755,AU565,PF-4708671,-1.41
5756,AU565,JNJ-26854165,-0.8
5757,AU565,TW 37,0.41
5758,AU565,ZG-10,-0.47
5759,AU565,XMD8-92,-1.42
5760,AU565,CCT018159,-0.74
5761,AU565,AG-014699,-1.04
5762,AU565,SB-505124,-2.17
5763,AU565,Tamoxifen,-1.86
5764,AU565,PFI-1,-1.32
5765,AU565,IOX2,0.08
5766,AU565,piperlongumine,-0.67
5767,AU565,BMN-673,-0.6
5768,AU565,XAV 939,-1.81
5769,AU565,SN-38,2.06
5770,NCI-H211,Erlotinib,-1.38
5771,NCI-H211,Rapamycin,1.53
5772,NCI-H211,Sunitinib,-0.89
5773,NCI-H211,PHA-665752,-1.17
5774,NCI-H211,MG-132,-1.01
5775,NCI-H211,Paclitaxel,2.13
5776,NCI-H211,Cyclopamine,-1.77
5777,NCI-H211,AZ628,-1.06
5778,NCI-H211,Sorafenib,-1.09
5779,NCI-H211,VX-680,0.63
5780,NCI-H211,Imatinib,-1.03
5781,NCI-H211,NVP-TAE684,-0.22
5782,NCI-H211,Crizotinib,-1.03
5783,NCI-H211,AZD-0530,-0.99
5784,NCI-H211,S-Trityl-L-cysteine,0.11
5785,NCI-H211,Z-LLNle-CHO,-1.42
5786,NCI-H211,Dasatinib,-0.35
5787,NCI-H211,GNF-2,-0.97
5788,NCI-H211,CGP-60474,0.7
5789,NCI-H211,CGP-082996,-1.17
5790,NCI-H211,A-770041,-0.51
5791,NCI-H211,WH-4-023,-0.98
5792,NCI-H211,BI-2536,1.68
5793,NCI-H211,BMS-509744,-1.14
5794,NCI-H211,CMK,-1.49
5795,NCI-H211,Pyrimethamine,-1.22
5796,NCI-H211,A-443654,0.42
5797,NCI-H211,GW843682X,1.9
5798,NCI-H211,MS-275,0.31
5799,NCI-H211,Parthenolide,-1.35
5800,NCI-H211,TGX221,-1.76
5801,NCI-H211,Bortezomib,1.87
5802,NCI-H211,XMD8-85,-1.05
5803,NCI-H211,Roscovitine,-2
5804,NCI-H211,Salubrinal,-1.34
5805,NCI-H211,Lapatinib,-1.14
5806,NCI-H211,Doxorubicin,1.33
5807,NCI-H211,Etoposide,0.21
5808,NCI-H211,Gemcitabine,1.89
5809,NCI-H211,Mitomycin C,0.78
5810,NCI-H211,Vinorelbine,2.33
5811,NCI-H211,NSC-87877,-1.93
5812,NCI-H211,QS11,-1.25
5813,NCI-H211,CP466722,-0.77
5814,NCI-H211,Midostaurin,-0.04
5815,NCI-H211,AP-24534,-0.26
5816,NCI-H211,JNK-9L,0.04
5817,NCI-H211,PF-562271,-0.51
5818,NCI-H211,HG-6-64-1,-0.55
5819,NCI-H211,DMOG,-2.52
5820,NCI-H211,FTI-277,-0.86
5821,NCI-H211,OSU-03012,-0.87
5822,NCI-H211,Shikonin,0.16
5823,NCI-H211,AKT inhibitor VIII,-0.65
5824,NCI-H211,Embelin,-1.72
5825,NCI-H211,FH535,-1.14
5826,NCI-H211,PAC-1,-0.27
5827,NCI-H211,IPA-3,-1.19
5828,NCI-H211,GSK-650394,-1.06
5829,NCI-H211,BAY 61-3606,-0.95
5830,NCI-H211,5-Fluorouracil,-1.49
5831,NCI-H211,Thapsigargin,2.12
5832,NCI-H211,Obatoclax Mesylate,1.04
5833,NCI-H211,BMS-754807,-0.22
5834,NCI-H211,OSI-906,-0.47
5835,NCI-H211,Bexarotene,-1.83
5836,NCI-H211,Bleomycin,-0.35
5837,NCI-H211,LFM-A13,-1.82
5838,NCI-H211,GW-2580,-1.89
5839,NCI-H211,Phenformin,-2.66
5840,NCI-H211,Bryostatin 1,1.07
5841,NCI-H211,Pazopanib,-1.62
5842,NCI-H211,LAQ824,1.99
5843,NCI-H211,Epothilone B,2.71
5844,NCI-H211,GSK-1904529A,-1.01
